nome,url,imagem,formato,categoria,acabamento,relevo,classe_ad,variacao_tonalidade,n_faces,espessura,junta,m2_caixa,pecas_caixa
Quantum Bianco,https://www.biancogres.com.br/produto/quantum-bianco/,https://www.biancogres.com.br/wp-content/uploads/2020/02/AMBIENTE_BIANCOGRES_QUANTUM_BIANCO_E_COTTON_BIANCO_45X90-1024x435.jpg,45x90,Monoporosa,Sim,Acetinado,Sim,LA,-,V1,1,10.5,"1,5"
Quadro Montreal,https://www.biancogres.com.br/produto/quadro-montreal/,https://www.biancogres.com.br/wp-content/uploads/2019/05/6.-Quadro-Montreal.jpg,30X30,Porcelanato Esmaltado,Não,Acetinado,Não,LD,-,V3,1,"7,4",3
Quadro Cemento Mix,https://www.biancogres.com.br/produto/quadro-cemento-mix/,https://www.biancogres.com.br/wp-content/uploads/2019/05/9.-Quadro-Cemento-Mix.jpg,30X30,Porcelanato Esmaltado,Não,Acetinado,Não,LD,-,V3,1,"7,8","2,4"
Quadro Oxford Mix,https://www.biancogres.com.br/produto/quadro-oxford-mix/,https://www.biancogres.com.br/wp-content/uploads/2019/05/quadro-oxford-mix.png,30X30,Porcelanato Esmaltado,Não,Acetinado,Não,LD,-,V3,1,"7,4","2,4"
Quantum Carrara,https://www.biancogres.com.br/produto/quantum-carrara/,https://www.biancogres.com.br/wp-content/uploads/2020/02/AMBIENTE_BIANCOGRES_QUANTUM_CARRARA_E_MAXIMUS_NUDE45X90_ALTA-1-1024x432.jpg,45x90,Monoporosa,Sim,Acetinado,Sim,LA,-,V2,4,10.5,"1,5"
Quadratus Wood,https://www.biancogres.com.br/produto/quadratus-wood/,https://www.biancogres.com.br/wp-content/uploads/2019/05/1.-Quadratus-Wood.jpg,30X30,Porcelanato Esmaltado,Não,Rústico,Sim,LA,-,V4,1,"8,8",JUNTA SECA
Quadratus Cimento,https://www.biancogres.com.br/produto/quadratus-cimento/,https://www.biancogres.com.br/wp-content/uploads/2019/05/2.-Quadratus-Cimento.jpg,30X30,Porcelanato Esmaltado,Não,Acetinado,Sim,LA,-,V3,1,"7,8",JUNTA SECA
Scandinavo Bianco,https://www.biancogres.com.br/produto/scandinavo-bianco/,https://www.biancogres.com.br/wp-content/uploads/2019/08/FACE-2-SCANDINAVO-BIANCO-1024x251.jpg,26x106,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,2,V4,32,7.44,1.5
Stelle Bianche,https://www.biancogres.com.br/produto/stelle-bianche/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_STELLE_BIANCHE__32X60-1024x591.jpg,32x60,Monoporosa,Sim,Acetinado,Sim,LA,-,V1,1,8,1
Stelle Fendi,https://www.biancogres.com.br/produto/stelle-fendi/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_ILLUMINATO_BEIGE_82X82_E_STELLE_FENDI_32X60-site-1024x1024.jpg,32x60,Monoporosa,Sim,Acetinado,Sim,LA,-,V1,1,8,1
Stelle Cobre,https://www.biancogres.com.br/produto/stelle-cobre/,https://www.biancogres.com.br/wp-content/uploads/2018/09/ambiente-biancogres-stelle-cobre-32x60-SITE.png-1024x1024.jpg,32x60,Monoporosa,Sim,Acetinado,Sim,LA,-,V2,1,8,1
Statuario Satin,https://www.biancogres.com.br/produto/statuario-satin/,https://www.biancogres.com.br/wp-content/uploads/2019/08/PORCELANATO_BIANCOGRES_STATUARIO_SATIN_60X60.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,1,V4,12,8.8,1.5
Squadratto New Grey,https://www.biancogres.com.br/produto/squadratto-new-grey/,https://www.biancogres.com.br/wp-content/uploads/2018/09/squadratto_new_grey-1.jpg,30X30,Porcelanato Esmaltado,Sim,Acetinado,Não,LC,-,V3,1,11,3
Statuario Bianco,https://www.biancogres.com.br/produto/statuario-bianco/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_STATUARIO_BIANCO_62X62-SITE.jpg,62x62,Porcelanato Esmaltado,Sim,Polido,Não,LC,1,V4,13,8,"1,5"
Stelle Blu,https://www.biancogres.com.br/produto/stelle-blue/,https://www.biancogres.com.br/wp-content/uploads/2018/09/ambiente-biancogres-stelle-blue-32x60.png-1024x1024.jpg,32x60,Monoporosa,Sim,Acetinado,Sim,LA,-,V2,1,8,1
Squadratto Arosa Tre-di,https://www.biancogres.com.br/produto/squadratto-arosa-tre-di/,https://www.biancogres.com.br/wp-content/uploads/2018/09/SQUADRATTO_AROSA_MOSAICO_30X30_F1-1-1024x1035.jpg,30X30,Porcelanato Esmaltado,Sim,Acetinado,Sim,LA,-,V4,1,10,JUNTA SECA
Squadratto Montalcino Tre-di,https://www.biancogres.com.br/produto/squadratto-montalcino-tre-di/,https://www.biancogres.com.br/wp-content/uploads/2019/05/SQUADRATTO_MONTALCINO_TREDI_30X30__Easy-Resize.com_-1024x1024.jpg,30X30,Porcelanato Esmaltado,Não,Acetinado,Sim,LA,-,V4,1,11,JUNTA SECA
Sicilia,https://www.biancogres.com.br/produto/sicilia/,https://www.biancogres.com.br/wp-content/uploads/2019/10/04-Caf®-Massima-Sicilia-1024x767.jpg,"23,8x152",Vinílico,Sim,Acetinado,Não,LD,-,V2,-,3,JUNTA SECA
Sevilha Beige,https://www.biancogres.com.br/produto/sevilha-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/supergres_60x60_sevilha_beige-1.jpg,60x60,Supergres,Não,Brilhante,Não,LC,1,V2,7,8.1,3
Sorrento Satin,https://www.biancogres.com.br/produto/sorrento-satin/,https://www.biancogres.com.br/wp-content/uploads/2020/02/AMBIENTE_BIANCOGRES_SORRENTO_SATIN_53X106.jpg,53x106,Porcelanato Esmaltado,Sim,Acetinado,Sim,LD,2,V3,12,8,1.5
Siena Beige,https://www.biancogres.com.br/produto/siena-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/SUPERGRES_BIANCOGRES_60x60_SIENA_BEIGE_site-1024x1024.jpg,60x60,Supergres,Não,Brilhante,Não,LC,1,V3,9,8.1,3
Sensation Snow,https://www.biancogres.com.br/produto/sensation-snow/,https://www.biancogres.com.br/wp-content/uploads/2018/09/porcelanato_biancogres_sensation_snow_60x60-1.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,2,V2,3,8.8,"1,5"
Sensation Cream,https://www.biancogres.com.br/produto/sensation-cream/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMB.-BIANCOGRES-PORC.-SENSATION-CREAM60x60_.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,2,V2,3,8.8,"1,5"
Tortona,https://www.biancogres.com.br/produto/tortona/,https://www.biancogres.com.br/wp-content/uploads/2019/10/TORTONA-LINHA-NUOVA-SITE-1-1024x158.jpg,18x122,Vinílico,Sim,Acetinado,Não,LC,-,V2,-,5,JUNTA SECA
Toronto Sabbia,https://www.biancogres.com.br/produto/toronto-sabbia/,https://www.biancogres.com.br/wp-content/uploads/2018/09/biancogres_supergres_toronto_sabbia_60x60.jpg,60x60,Supergres,Não,Rústico,Sim,LD,3,V2,6,8.1,3
Stelle Lux Bianco,https://www.biancogres.com.br/produto/stelle-lux-bianco/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_STELLE_BIANCHE_SITE-1024x494.jpg,32x60,Monoporosa,Sim,Brilhante,Sim,LA,-,V1,1,8,1
Thimos Caramello,https://www.biancogres.com.br/produto/thimos-caramello/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_THIMOS_CARAMELLO_26X106_SITE-1.jpg,26x106,Porcelanato Esmaltado,Sim,Rústico,Sim,LD,4,V3,12,7.44,"1,5"
Thimos Sabbia,https://www.biancogres.com.br/produto/thimos-sabbia/,https://www.biancogres.com.br/wp-content/uploads/2018/09/ambiente-biancogres-thimos-sabbia-26x106-SITE.jpg,26x106,Porcelanato Esmaltado,Sim,Rústico,Sim,LD,4,V4,16,7.44,"1,5"
Toronto Beige,https://www.biancogres.com.br/produto/toronto-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/supergres_60x60_toronto_beige-1.jpg,60x60,Supergres,Não,Rústico,Sim,LD,3,V2,4,8.1,3
Thimos Sabbia IN,https://www.biancogres.com.br/produto/thimos-sabbia-in/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_THIMOS_SABBIA_IN_RGB.jpg,26x106,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,2,V4,16,7.44,"1,5"
Terrazzo Veneziano Grigio,https://www.biancogres.com.br/produto/terrazzo-veneziano-grigio/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_TERRAZZO_VENEZIANO_GRIGIO_E_GRID_SATIN_RGB-1024x940.jpg,82x82,Porcelanato Esmaltado,Sim,Lapado,Não,LE,2,V2,8,8,"1,5"
Tesoro Di Toscana,https://www.biancogres.com.br/produto/tesoro-di-toscana/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_TESORO_DI_TOSCANA_83X83-SITE.jpg,83x83,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,1,V3,8,8,"1,5"
Terrazzo Veneziano Avorio,https://www.biancogres.com.br/produto/terrazzo-veneziano-avorio/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_TERRAZZO_VENEZIANO_AVORIO_RGB-1024x614.jpg,82x82,Porcelanato Esmaltado,Sim,Lapado,Não,LE,2,V2,8,8,"1,5"
Terrazzo,https://www.biancogres.com.br/produto/terrazo/,https://www.biancogres.com.br/wp-content/uploads/2019/08/PORCELANATO_BIANCOGRES_TERRAZZO_60X60.jpg,60x60,Porcelanato Esmaltado,Sim,Rústico,Sim,LD,4,V3,10,8.8,1.5
Terranova,https://www.biancogres.com.br/produto/terranova/,https://www.biancogres.com.br/wp-content/uploads/2019/10/01-Living-Nuova-Terranova-1024x767.jpg,18x122,Vinílico,Sim,Acetinado,Não,LC,-,V2,-,5,JUNTA SECA
Studio Grey,https://www.biancogres.com.br/produto/studio-gray/,https://www.biancogres.com.br/wp-content/uploads/2019/08/Studio_Gray_F1.jpg,90x90,Porcelanato Esmaltado,Sim,Acetinado,Não,LE,2,V3,12,8,1.5
Tecno Bianco,https://www.biancogres.com.br/produto/tecno-bianco/,https://www.biancogres.com.br/wp-content/uploads/2018/09/porcelanato_biancogres_tecno_bianco_site_62x62-1.jpg,62x62,Porcelanato Esmaltado,Sim,Polido,Não,LC,1,V1,1,8,"1,5"
Tradizionale Beige,https://www.biancogres.com.br/produto/tradizionale-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/monoporosa_biancogres_tradizionale_beige_32x60-1024x1852.jpg,32x60,Monoporosa,Sim,Brilhante,Não,LA,-,V1,1,8,1
Studio Beige,https://www.biancogres.com.br/produto/studio-beige/,https://www.biancogres.com.br/wp-content/uploads/2019/08/AMBIENTE_BIANCOGRES_STUDIO_BEIGE_90X90-SITE-1024x1024.jpg,90x90,Porcelanato Esmaltado,Sim,Acetinado,Não,LE,2,V3,12,8,1.5
Tecno Beige,https://www.biancogres.com.br/produto/tecno-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/porcelanato_biancogres_tecno_beige_62x62_site-1.jpg,62x62,Porcelanato Esmaltado,Sim,Polido,Não,LC,1,V1,1,8,"1,5"
Tribeca Grey,https://www.biancogres.com.br/produto/tribeca-gray/,https://www.biancogres.com.br/wp-content/uploads/2019/09/AMBIENTE_BIANCOGRES_TRIBECA_GREY_TRIBECA_GRAY_AD4_90X90_AROSA_26X106-SITE-1-1024x1024.jpg,90x90,Porcelanato Esmaltado,Sim,Acetinado,Não,LE,2,V3,9,8,1.5
Tribeca Beige,https://www.biancogres.com.br/produto/tribeca-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/PORC.-BIANCOGRES-CHICAGO-AVORIO-83X83--1024x1023.jpg,83x83,Porcelanato Esmaltado,Sim,Acetinado,Não,LE,2,V3,Lenço,8,1.5
Triangulus Wood,https://www.biancogres.com.br/produto/triangulus-wood/,https://www.biancogres.com.br/wp-content/uploads/2019/05/4.-Triangulus-Wood.jpg,15x15,Porcelanato Esmaltado,Não,Rústico,Não,LD,-,V4,1,"8,2","2,2"
Tribeca Fendi,https://www.biancogres.com.br/produto/tribeca-fendi/,https://www.biancogres.com.br/wp-content/uploads/2019/08/AMBIENTE_BIANCOGRES_TRIBECA_FENDI_90X90-SITE-1024x1024.jpg,90x90,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,2,V3,9,8,1.5
Trento Bianco,https://www.biancogres.com.br/produto/trento-bianco/,https://www.biancogres.com.br/wp-content/uploads/2019/08/PORCELANATO_BIANCOGRES_TRENTO_BIANCO-1024x1024.jpg,82x82,Porcelanato Esmaltado,Sim,Polido,Não,LC,1,V3,Lenço,8,1.5
Triangulus Cimento,https://www.biancogres.com.br/produto/triangulus-cimento/,https://www.biancogres.com.br/wp-content/uploads/2019/05/5.-Triangulus-Cimento.jpg,30X30,Porcelanato Esmaltado,Não,Acetinado,Não,LD,-,V3,1,"8,2","2,2"
Trevi,https://www.biancogres.com.br/produto/trevi/,https://www.biancogres.com.br/wp-content/uploads/2019/10/TREVI-LINHA-VITA-1024x139.jpg,"18,7x122,7",Vinílico,Sim,Acetinado,Não,LC,-,V2,-,2,JUNTA SECA
Trentino,https://www.biancogres.com.br/produto/trentino/,https://www.biancogres.com.br/wp-content/uploads/2019/10/TRENTINO-LINHA-MASSIMA-SITE-1024x203.jpg,"23,8x152",Vinílico,Sim,Acetinado,Não,LD,-,V2,-,3,JUNTA SECA
Trend Cemento,https://www.biancogres.com.br/produto/trend-cemento/,https://www.biancogres.com.br/wp-content/uploads/2020/02/AMBIENTE_TREND_CEMENTO_45X90.jpg,45x90,Monoporosa,Sim,Acetinado,Sim,LA,-,V2,4,10.5,"1,5"
Trend Bianco,https://www.biancogres.com.br/produto/trend-bianco/,https://www.biancogres.com.br/wp-content/uploads/2020/02/AMBIENTE_BIANCOGRES_TREND_BIANCO_45X90_ALTA-1.jpg,45x90,Monoporosa,Sim,Acetinado,Sim,LA,-,V1,1,10.5,1.5
Trend Legno,https://www.biancogres.com.br/produto/trend-legno/,https://www.biancogres.com.br/wp-content/uploads/2020/02/AMBIENTE_TREND_LEGNO_45X90.jpg,45x90,Monoporosa,Sim,Acetinado,Sim,LA,-,V2,4,10.5,1.5
Travertino Romano Beige,https://www.biancogres.com.br/produto/travertino-romano-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_TRAVERTINO_ROMANO_SITE.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,2,V3,6,8.8,"1,5"
Tradizionale Bianco,https://www.biancogres.com.br/produto/tradizionale-bianco/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_TradizionaleBianco_RGB_1024x1024px_LOW-1024x1024.jpg,32x60,Monoporosa,Sim,Brilhante,Não,LA,-,V1,1,8,1
Travertino Navona Beige,https://www.biancogres.com.br/produto/travertino-navona-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMB.-BIANCOGRES-PORC.-TRAVERTINO-NAVONA-BEIGE-53X106-1024x1024.jpg,"52,7x105",Porcelanato Esmaltado,Sim,Acetinado,Não,LD,1,V3,14,8,1.5
Travertino Classico Bianco,https://www.biancogres.com.br/produto/travertino-classico-bianco/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMB.-BIANCOGRES-PORC.-TRAVERTINCO-CLASSICO-BEIGE-53X106-SITE-1024x724.jpg,53x106,Porcelanato Esmaltado,Sim,Acetinado,Não,LE,2,V2,Lenço,8,1.5
Vicenza,https://www.biancogres.com.br/produto/vicenza/,https://www.biancogres.com.br/wp-content/uploads/2019/10/VICENZA-LINHA-NOBILE-e1571062451382-1024x159.jpg,"18,7x122,7",Vinílico,Sim,Acetinado,Não,LC,-,V2,-,3,JUNTA SECA
Vernazza,https://www.biancogres.com.br/produto/vernazza/,https://www.biancogres.com.br/wp-content/uploads/2019/10/03-Quarto-Vita-Vernazza-1024x767.jpg,"18,7x122,7",Vinílico,Sim,Acetinado,Não,LC,-,V2,-,2,JUNTA SECA
Wave Imperiale,https://www.biancogres.com.br/produto/wave-imperiale/,https://www.biancogres.com.br/wp-content/uploads/2018/09/MOSAICO_BIANCOGRES_WAVE_IMPERIALE_30X30.jpg,30X30,Porcelanato Esmaltado,Sim,Acetinado,Não,LC,-,V3,1,9,3
Tribeca Grey AD4,https://www.biancogres.com.br/produto/tribeca-gray-ad4/,https://www.biancogres.com.br/wp-content/uploads/2019/09/AMBIENTE_BIANCOGRES_TRIBECA_GREY_TRIBECA_GRAY_AD4_90X90_AROSA_26X106-SITE-1024x1024.jpg,90x90,Porcelanato Esmaltado,Sim,Acetinado,Não,LE,4,V3,9,8,1.5
Via Imperatore,https://www.biancogres.com.br/produto/via-imperatore/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_VIA_IMPERATORE_RGB-SITE.jpg,62x62,Porcelanato Esmaltado,Sim,Polido,Não,LC,1,V4,9,8,"1,5"
Wallpaper Lavica,https://www.biancogres.com.br/produto/wallpaper-lavica/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_PIETRA_LAVICA_E_WALLPAPER_LAVICA.jpg,53x106,Porcelanato Esmaltado,Sim,Acetinado,Sim,LA,-,V3,5,8,1.5
Vêneto Blu,https://www.biancogres.com.br/produto/veneto-blu/,https://www.biancogres.com.br/wp-content/uploads/2020/02/AMBIENTE_BIANCOGRES_VENETO_BLU_45X90-1024x939.jpg,45x90,Monoporosa,Sim,Acetinado,Não,LA,-,V2,4,10.5,1.5
Wallpaper Grigio,https://www.biancogres.com.br/produto/wallpaper-grigio/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_WALLPAPER_GRIGIO-1024x939.jpg,53x106,Porcelanato Esmaltado,Sim,Acetinado,Sim,LA,-,V2,5,8,1.5
Vêneto Bianco,https://www.biancogres.com.br/produto/veneto-bianco/,https://www.biancogres.com.br/wp-content/uploads/2020/02/ambiente-veneto-bianco.jpg,45x90,Monoporosa,Sim,Acetinado,Não,LA,-,V2,4,8,"1,5"
Veneto,https://www.biancogres.com.br/produto/veneto/,https://www.biancogres.com.br/wp-content/uploads/2019/10/VENETO-LINHA-MASSIMA-SITE-1024x197.jpg,"23,8x152",Vinílico,Sim,Acetinado,Não,LD,-,V2,-,3,JUNTA SECA
Urban Vintage,https://www.biancogres.com.br/produto/urban-vintage/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_URBAN_VINTAGE_60X60_SITE-1024x1024.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,1,V2,1,8.8,"1,5"
Urban Mix,https://www.biancogres.com.br/produto/urban-mix/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_URBAN_MIX_60X60_SITE-1024x1024.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,1,V4,6,8.8,"1,5"
Vanilla Beige,https://www.biancogres.com.br/produto/vanilla-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/porcelanato_biancogres_vanilla_beige_60x60_rgb-1.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,2,V3,7,8.8,"1,5"
Urban Grigio,https://www.biancogres.com.br/produto/urban-grigio/,https://www.biancogres.com.br/wp-content/uploads/2018/09/AMBIENTE_BIANCOGRES_URBAN_GRIGIO_60X60_STELLE_BLUE_32X60_SITE-1024x1024.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,1,V2,5,8.8,"1,5"
Urban Beige,https://www.biancogres.com.br/produto/urban-beige/,https://www.biancogres.com.br/wp-content/uploads/2018/09/PORCELANATO_BIANCOGRES_URBAN_BEIGE_60X60-1024x1024.jpg,60x60,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,1,V2,3,8.8,"1,5"
Yankee Wood,https://www.biancogres.com.br/produto/yankee-wood/,https://www.biancogres.com.br/wp-content/uploads/2019/08/YANKEE-WOOD-2-1024x251.png,26x106,Porcelanato Esmaltado,Sim,Acetinado,Não,LD,2,V4,12,7.44,1.5
Tribeca Lux Grey,https://www.biancogres.com.br/produto/tribeca-lux-grey/,https://www.biancogres.com.br/wp-content/uploads/2018/09/PORCELANATO_BIANCOGRES_CHICAGO_LUX_GRIGIO_82X82-site-1.jpg,82x82,Porcelanato Esmaltado,Sim,Polido,Não,LC,1,V3,9,8,"1,5"
